row_number,word,meaning,gold,level,chunk1,chunk1_meaning,chunk2,chunk2_meaning,chunk3,chunk3_meaning,definition,definition_meaning,status,note,checked_at
837,canal,運河、下水溝、溝渠,8,B2,,,,,,,,,pending,canal n.,
838,cancel,解く、止める、取り消す,8,B2,,,,,,,,,pending,cancel v.,
839,cancer,かに座、癌、巨蟹宮,8,B2,,,,,,,,,pending,cancer n.,
840,candidate,希望者、候補、候補者,4,B1,,,,,,,,,pending,candidate n.,
841,candle,蝋燭、キャンドル,8,B2,,,,,,,,,pending,candle n.,
842,candour,率直さ、公正さ,32,C2,,,,,,,,,pending,candour (n),
843,candy,お菓子、飴、飴玉,2,A2,,,,,,,,,pending,candy n.,
844,cannot,〜できない,1,A1,,,,,,,,,pending,cannot modal v.,
845,cantankerous,旋毛曲がり,32,C2,,,,,,,,,pending,cantankerous (adj),
846,canvas,画布、帆布、板絵,16,C1,,,,,,,,,pending,canvas n.,
847,cap,蓋、口金、鞘,4,B1,,,,,,,,,pending,cap n.,
848,capability,器量、手腕、対応,16,C1,,,,,,,,,pending,capability n.,
849,capable,有為、有能、腕利き,8,B2,,,,,,,,,pending,capable adj.,
850,capacity,一杯、器、器量,8,B2,,,,,,,,,pending,capacity n.,
851,capital,素敵滅法、京華、京師,1,A1,,,,,,,,,pending,"capital n., adj.",
852,capitalism,資本主義、利益至上主義、キャピタリズム,16,C1,,,,,,,,,pending,capitalism n.,
853,capitalist,元方、資本家、資本主義者,16,C1,,,,,,,,,pending,capitalist adj.,
854,capitulate,下る、陥る、軍門に下る,32,C2,,,,,,,,,pending,capitulate (v),
855,capricious,移り気、飽きっぽい、斑気,32,C2,,,,,,,,,pending,capricious (adj),
856,captain,一尉、一佐、艦長,4,B1,,,,,,,,,pending,captain n.,
857,capture,陥れる、攻略、取り込む,8,B2,,,,,,,,,pending,"capture v., n.",
858,car,四輪車、自動車、車,1,A1,,,,,,,,,pending,car n.,
859,carbon,黒金剛石、炭素、カーボン,8,B2,,,,,,,,,pending,carbon n.,
860,card,札、葉書、カード,1,A1,,,,,,,,,pending,card n.,
861,cardinal,枢要、紅冠鳥、枢機卿,32,C2,,,,,,,,,pending,cardinal (adj),
862,care,介護、屈託、治療,2,A2,,,,,,,,,pending,"care n., v.",
863,career,閲歴、経歴、生涯,1,A1,,,,,,,,,pending,career n.,
864,careful,克明、懇切、細かい,2,A2,,,,,,,,,pending,careful adj.,
865,carefully,熟、怠らずに、倩々,2,A2,,,,,,,,,pending,carefully adv.,
866,careless,だらし無い、安易、迂闊,4,B1,,,,,,,,,pending,careless adj.,
867,cargo,荷、貨物、船荷,16,C1,,,,,,,,,pending,cargo n.,
868,carpet,上敷き、絨毯、敷き物,2,A2,,,,,,,,,pending,carpet n.,
869,carriage,運搬、姿勢、送料,16,C1,,,,,,,,,pending,carriage n.,
870,carrot,人参、筑前煮、胡蘿蔔,1,A1,,,,,,,,,pending,carrot n.,
871,carry,ぶら下げる、運ぶ、掲げる,1,A1,,,,,,,,,pending,carry v.,
872,cartography,地図作成、地図学、マッピング,32,C2,,,,,,,,,pending,cartography (n),
873,cartoon,下絵、戯画、戯評,2,A2,,,,,,,,,pending,cartoon n.,
874,carve,刻む、刻印、彫り刻む,16,C1,,,,,,,,,pending,carve v.,
875,case,案件、一件、件,2,A2,,,,,,,,,pending,case n.,
876,cash,弗、黄金、金銭,2,A2,,,,,,,,,pending,cash n.,
877,casino,カジノ,16,C1,,,,,,,,,pending,casino n.,
878,cast,振る、成型、打つ,8,B2,,,,,,,,,pending,"cast n., v.",
879,caste,カースト,32,C2,,,,,,,,,pending,caste (n),
880,castigate,厳しく叱る、酷評する,32,C2,,,,,,,,,pending,castigate (v),
881,castle,囲い、館、城,8,B2,,,,,,,,,pending,castle n. B2,
882,casual,偶発的、軽快、漫然,8,B2,,,,,,,,,pending,casual adj.,
883,casualty,傷害、傷者、人死に,16,C1,,,,,,,,,pending,casualty n.,
884,cat,猫、家猫、唐猫,1,A1,,,,,,,,,pending,cat n.,
885,cataclysm,天変地異、破局、大変革,32,C2,,,,,,,,,pending,cataclysm (n),
886,catalog,型録、一覧、一覧表,16,C1,,,,,,,,,pending,catalog n.,
887,catch,引く、引っ掛ける、掛ける,2,A2,,,,,,,,,pending,catch v.,
888,catch,獲物、漁獲、水揚げ,8,B2,,,,,,,,,pending,catch n.,
889,category,圏、項目、種類,4,B1,,,,,,,,,pending,category n.,
890,cater,し出す,16,C1,,,,,,,,,pending,cater v.,
891,catharsis,瀉下、カタルシス,32,C2,,,,,,,,,pending,catharsis (n),
892,cattle,家畜、牛、畜牛,16,C1,,,,,,,,,pending,cattle n.,
893,cause,因由、引き起こす、掛ける,2,A2,,,,,,,,,pending,"cause n., v.",
894,caustic,苛性、腐食薬,32,C2,,,,,,,,,pending,caustic (adj),
895,caution,ご注意、戒告、警戒,16,C1,,,,,,,,,pending,caution n.,
896,cautious,慎み深い、慎重、用心深い,16,C1,,,,,,,,,pending,cautious adj.,
897,cavalcade,乗馬隊,32,C2,,,,,,,,,pending,cavalcade (n),
898,cave,横穴、空洞、穴蔵,8,B2,,,,,,,,,pending,cave n.,
899,caveat,警告、ただし書き,32,C2,,,,,,,,,pending,caveat (n),
900,CD,衝突検出、当たり判定、ＣＤ,1,A1,,,,,,,,,pending,CD n.,
901,cease,止す、止まる、止む,16,C1,,,,,,,,,pending,cease v.,
902,ceiling,上昇限度、天井、内張り,4,B1,,,,,,,,,pending,ceiling n.,
903,celebrate,寿ぐ、祝う、謳う,2,A2,,,,,,,,,pending,celebrate v.,
904,celebration,記念、挙行、慶祝,4,B1,,,,,,,,,pending,celebration n.,
905,celebrity,芸能人、名士、有名人,2,A2,,,,,,,,,pending,celebrity n.,
906,cell,監房、細胞、電池,2,A2,,,,,,,,,pending,cell n.,
907,cemetery,卵塔場、霊園、墓地,16,C1,,,,,,,,,pending,cemetery n.,
908,censure,糾弾、攻撃、弾劾,32,C2,,,,,,,,,pending,censure (n) / censure (v),
909,cent,仙、びた一文、セント,1,A1,,,,,,,,,pending,cent n.,
910,center,根、軸、中,1,A1,,,,,,,,,pending,center n.,
911,center,根、軸、中,4,B1,,,,,,,,,pending,center v.,
912,central,中心的、最も重要、中枢性,4,B1,,,,,,,,,pending,central adj.,
913,century,一世紀、世紀、百年,2,A2,,,,,,,,,pending,century n.,
914,ceremony,栄典、儀、儀式,4,B1,,,,,,,,,pending,ceremony n.,
915,certain,一定、確実、然る,2,A2,,,,,,,,,pending,certain adj.,
916,certainly,如何にも、何様、蓋し,2,A2,,,,,,,,,pending,certainly adv.,
917,certainty,確実性、確実度、必,8,B2,,,,,,,,,pending,certainty n.,
918,certificate,お墨付き、確認書、券,8,B2,,,,,,,,,pending,certificate n.,
919,cessation,休止、終止、不通,32,C2,,,,,,,,,pending,cessation (n),
920,chagrin,悔しさ、無念、悔し涙,32,C2,,,,,,,,,pending,chagrin (n),
921,chain,一連、鎖、脈,4,B1,,,,,,,,,pending,chain n.,
922,chain,連鎖、連環、一連,8,B2,,,,,,,,,pending,chain v.,
923,chair,椅子、議長、チェア,1,A1,,,,,,,,,pending,chair n.,
924,chair,椅子、議長、チェア,8,B2,,,,,,,,,pending,chair v.,
925,chairman,委員長、会長、議長,8,B2,,,,,,,,,pending,chairman n.,
926,challenge,課題、忌避、歯ごたえ,4,B1,,,,,,,,,pending,challenge n.,
927,challenge,忌避、仕掛ける、申し込む,8,B2,,,,,,,,,pending,challenge v.,
928,challenging,挑戦的、課題、忌避,8,B2,,,,,,,,,pending,challenging adj.,
929,chamber,議院、部屋、輪胴,16,C1,,,,,,,,,pending,chamber n.,
930,champion,王者、覇者、王,4,B1,,,,,,,,,pending,champion n.,
931,championship,制勝、選手権、優勝,8,B2,,,,,,,,,pending,championship n.,
932,chance,縁、期、機運,2,A2,,,,,,,,,pending,chance n.,
933,change,お返し、異動、移す,1,A1,,,,,,,,,pending,"change v., n.",
934,channel,海峡、局、筋,4,B1,,,,,,,,,pending,channel n.,
935,chaos,混濁、混沌、混迷,16,C1,,,,,,,,,pending,chaos n.,
936,chapter,回、章、分会,4,B1,,,,,,,,,pending,chapter n.,
937,character,一字、気質、気風,2,A2,,,,,,,,,pending,character n.,
938,characteristic,個性的、固有、特有,8,B2,,,,,,,,,pending,"characteristic n., adj.",
939,characterize,特徴付ける、特色づける,16,C1,,,,,,,,,pending,characterize v.,
940,charge,委任、課す、課する,4,B1,,,,,,,,,pending,"charge n., v.",
941,charity,施し、慈善、慈悲,2,A2,,,,,,,,,pending,charity n.,
942,charlatan,いかさま師、ぺてん師,32,C2,,,,,,,,,pending,charlatan (n),
943,charm,お守り、愛嬌、艶,16,C1,,,,,,,,,pending,charm n.,
944,charming,艶美、可愛げ、愛らしい,8,B2,,,,,,,,,pending,charming adj.,
945,chart,罫線、罫線表、図,1,A1,,,,,,,,,pending,chart n.,
946,chart,罫線、罫線表、図,8,B2,,,,,,,,,pending,chart v.,
947,charter,憲章、特許、認可証,16,C1,,,,,,,,,pending,charter n.,
948,chase,追い込む、追う、追求,8,B2,,,,,,,,,pending,"chase v., n.",
949,chasm,谷間、裂け目、割れ目,32,C2,,,,,,,,,pending,chasm (n),
950,chastise,懲らしめる、懲らす、灸を据える,32,C2,,,,,,,,,pending,chastise (v),
951,chat,お喋り、歓談、懇話,2,A2,,,,,,,,,pending,"chat v., n.",
952,chattel,動産、奴隷,32,C2,,,,,,,,,pending,chattel (n),
953,cheap,安い、安価、安上がり,1,A1,,,,,,,,,pending,cheap adj.,
954,cheap,安い、安価、安上がり,4,B1,,,,,,,,,pending,cheap adv.,
955,cheat,引っ掛ける、偽る、誤魔化す,4,B1,,,,,,,,,pending,"cheat v., n.",
956,check,引く、王手、改める,1,A1,,,,,,,,,pending,check v.,
957,check,王手、会計、確認,2,A2,,,,,,,,,pending,check n.,
958,cheek,心臓、頬っぺ、頬っぺた,8,B2,,,,,,,,,pending,cheek n.,
959,cheer,勇気づける、励ます、囃す,8,B2,,,,,,,,,pending,"cheer v., n.",
960,cheerful,和やか、快活、軽快,4,B1,,,,,,,,,pending,cheerful adj.,
961,cheese,乾酪、チーズ、フロマージュ,1,A1,,,,,,,,,pending,cheese n.,
962,chef,板、板前、賄い方,2,A2,,,,,,,,,pending,chef n.,
963,chemical,化学的、化学製品、薬剤,4,B1,,,,,,,,,pending,"chemical adj., n.",
964,chemistry,化学、相性、舎密,2,A2,,,,,,,,,pending,chemistry n.,
965,chest,胸、胸郭、胸元,4,B1,,,,,,,,,pending,chest n.,
966,chicanery,詭策,32,C2,,,,,,,,,pending,chicanery (n),
967,chicken,鶏、酉、若鳥,1,A1,,,,,,,,,pending,chicken n.,
968,chide,叱る、窘める,32,C2,,,,,,,,,pending,chide (v),
969,chief,主、主要、目ぼしい,8,B2,,,,,,,,,pending,"chief adj., n.",
970,child,お子さん、お子様、砂利,1,A1,,,,,,,,,pending,child n.,
971,childhood,幼時、幼少、幼年,4,B1,,,,,,,,,pending,childhood n.,
972,chip,欠片、細片、削片,2,A2,,,,,,,,,pending,chip n.,
973,chocolate,ショコラ、チョコ、チョコレート,1,A1,,,,,,,,,pending,chocolate n.,
974,choice,候補、好み、採択,2,A2,,,,,,,,,pending,choice n.,
975,choir,合唱隊、合唱団、聖歌隊,16,C1,,,,,,,,,pending,choir n.,
976,choose,為る、決める、見立てる,1,A1,,,,,,,,,pending,choose v.,
977,chop,叩き切る、ぶった切る、ぶっ切る,8,B2,,,,,,,,,pending,chop v.,
978,chronic,慢性的、恒常的、慢性,16,C1,,,,,,,,,pending,chronic adj.,
979,chronology,経緯、年代記、編年,32,C2,,,,,,,,,pending,chronology (n),
980,chunk,ぶつ切り、チャンク,16,C1,,,,,,,,,pending,chunk n.,
981,church,会堂、教会、寺院,2,A2,,,,,,,,,pending,church n.,
982,churlish,無作法な、けちな,32,C2,,,,,,,,,pending,churlish (adj),
983,cigarette,煙草、巻きタバコ、紙巻き,2,A2,,,,,,,,,pending,cigarette n.,
984,circle,円、円環、丸,2,A2,,,,,,,,,pending,"circle n., v.",
985,circuit,回線、回路、サーキット,8,B2,,,,,,,,,pending,circuit n.,
986,circulate,回す、言いふらす、言い伝える,16,C1,,,,,,,,,pending,circulate v.,
987,circulation,回覧、血行、出版部数,16,C1,,,,,,,,,pending,circulation n.,
988,circumspect,慎重な、用心深い,32,C2,,,,,,,,,pending,circumspect (adj),
989,circumstance,環境、境地、事柄,8,B2,,,,,,,,,pending,circumstance n.,
990,circumvent,回避する、迂回する,32,C2,,,,,,,,,pending,circumvent (v),
991,citadel,根城、城郭、城塞,32,C2,,,,,,,,,pending,citadel (n),
992,cite,引く、上げる、引っ張る,8,B2,,,,,,,,,pending,cite v.,
993,citizen,公民、国民、市民,8,B2,,,,,,,,,pending,citizen n.,
994,citizenship,公民権、国籍、市民権,16,C1,,,,,,,,,pending,citizenship n.,
995,city,区、市、市街,1,A1,,,,,,,,,pending,city n.,
996,civic,シビック,16,C1,,,,,,,,,pending,civic adj.,
997,civil,丁寧、民事的、ご丁寧,8,B2,,,,,,,,,pending,civil adj.,
998,civilian,文民、民間、民間人,16,C1,,,,,,,,,pending,"civilian n., adj.",
999,civilization,開化、開明、教化,8,B2,,,,,,,,,pending,civilization n.,
1000,claim,引き取る、援用、言い立てる,4,B1,,,,,,,,,pending,"claim v., n.",
1001,clandestine,隠密、秘密めいた,32,C2,,,,,,,,,pending,clandestine (adj),
1002,clarify,明らかにする、聞きただす、明らめる,8,B2,,,,,,,,,pending,clarify v.,
1003,clarity,冴え、著明、顕,16,C1,,,,,,,,,pending,clarity n.,
1004,clash,激突、小戦、ガチャン,16,C1,,,,,,,,,pending,clash n.,
1005,class,位、位取り、階級,1,A1,,,,,,,,,pending,class n.,
1006,classic,古典的、典雅、クラシック,8,B2,,,,,,,,,pending,"classic adj., n.",
1007,classical,古典的、クラシカル、クラシック,2,A2,,,,,,,,,pending,classical adj.,
1008,classification,格付け、区分、区分け,16,C1,,,,,,,,,pending,classification n.,
1009,classify,分ける、選り分ける、仕分ける,8,B2,,,,,,,,,pending,classify v.,
1010,classroom,教室、教場、教育現場,1,A1,,,,,,,,,pending,classroom n.,
1011,clause,箇条、項、項目,4,B1,,,,,,,,,pending,clause n.,
1012,clean,潔い、清らか、清潔,1,A1,,,,,,,,,pending,"clean adj., v.",
1013,clear,下げる、開く、澄ます,4,B1,,,,,,,,,pending,clear v.,
1014,clear,明白、歯切れの良い、晴朗,2,A2,,,,,,,,,pending,clear adj.,
1015,clearly,爽々、其れこそ、有り有り,2,A2,,,,,,,,,pending,clearly adv.,
1016,cleave,裂く、切り進む,32,C2,,,,,,,,,pending,cleave (v),
1017,clemency,慈悲、助命,32,C2,,,,,,,,,pending,clemency (n),
1018,clerk,掛かり、官吏、局員,2,A2,,,,,,,,,pending,clerk n.,
1019,clever,器用、機敏、軽妙,4,B1,,,,,,,,,pending,clever adj.,
1020,click,ピンと来る、ぱちり、クリック,4,B1,,,,,,,,,pending,"click v., n.",
1021,client,お客さん、お客様、依頼者,4,B1,,,,,,,,,pending,client n.,
1022,cliff,崖、岩、切り岸,8,B2,,,,,,,,,pending,cliff n.,
1023,climate,気候、気象、季候,2,A2,,,,,,,,,pending,climate n.,
1024,climb,上り、上る、よじ登る,4,B1,,,,,,,,,pending,climb n.,
1025,climb,上る、よじ登る、上り,1,A1,,,,,,,,,pending,climb v.,
1026,cling,しがみ付く、付く、張り付く,16,C1,,,,,,,,,pending,cling v.,
1027,clinic,医院、病院、診療所,8,B2,,,,,,,,,pending,clinic n.,
1028,clinical,臨床、臨床上、クリニカル,16,C1,,,,,,,,,pending,clinical adj.,
1029,clip,刈、クリップ、刈り込む,8,B2,,,,,,,,,pending,clip n.,
1030,clique,衆、徒党、党派,32,C2,,,,,,,,,pending,clique (n),
1031,clock,時計、刻時機構、クロック,1,A1,,,,,,,,,pending,clock n.,
1032,cloister,回廊、修道院、クロイスター,32,C2,,,,,,,,,pending,cloister (n),
1033,cloistered,世間から隔離された,32,C2,,,,,,,,,pending,cloistered (adj),
1034,close1,閉じる、近い,1,A1,,,,,,,,,pending,close1 v.,
1035,close1,閉じる、近い,8,B2,,,,,,,,,pending,close1 n.,
1036,close2,近い、親しい,2,A2,,,,,,,,,pending,close2 adj.,
1037,close2,近い、親しい,4,B1,,,,,,,,,pending,close2 adv.,
1038,closed,危ない、危なっかしい、近い,2,A2,,,,,,,,,pending,closed adj.,
1039,closely,暮れ、直、繁繁,8,B2,,,,,,,,,pending,closely adv.,
1040,closet,戸棚、押し入れ、納戸,2,A2,,,,,,,,,pending,closet n.,
1041,closure,通行止め、閉会、閉鎖,16,C1,,,,,,,,,pending,closure n.,
1042,cloth,呉服、生地、切れ,4,B1,,,,,,,,,pending,cloth n.,
1043,clothes,衣、衣服、衣紋,1,A1,,,,,,,,,pending,clothes n.,
1044,clothing,お召し、お召し物、衣装,2,A2,,,,,,,,,pending,clothing n.,
1045,cloud,雲、曇り、雲気,2,A2,,,,,,,,,pending,cloud n.,
1046,clout,影響力,32,C2,,,,,,,,,pending,clout (n),
1047,club,会、会所、倶楽部,1,A1,,,,,,,,,pending,club n.,
1048,clue,鍵、糸口、端緒,4,B1,,,,,,,,,pending,clue n.,
1049,cluster,一朶、群れ、集塊,16,C1,,,,,,,,,pending,cluster n.,
1050,coach,家庭教師、監督、指導者,2,A2,,,,,,,,,pending,coach n.,
1051,coach,揉む、コーチ、家庭教師,4,B1,,,,,,,,,pending,coach v.,
1052,coal,石炭、油石、コール,4,B1,,,,,,,,,pending,coal n.,
1053,coalesce,合体する、融合する,32,C2,,,,,,,,,pending,coalesce (v),
1054,coalition,連立、合併,16,C1,,,,,,,,,pending,coalition n.,
1055,coast,沿海、沿岸、海沿い,2,A2,,,,,,,,,pending,coast n.,
1056,coastal,臨海,16,C1,,,,,,,,,pending,coastal adj.,
1057,coat,上張り、毛並み、上着,1,A1,,,,,,,,,pending,coat n.,
1058,cocktail,混合酒、カクテル,16,C1,,,,,,,,,pending,cocktail n.,
1059,code,暗号、暗証、規約,2,A2,,,,,,,,,pending,code n.,
1060,coerce,強いる,32,C2,,,,,,,,,pending,coerce (v),
1061,coercion,圧力、威圧、往生,32,C2,,,,,,,,,pending,coercion (n),
1062,coffee,珈琲、コーヒーブラウン、ホットコーヒー,1,A1,,,,,,,,,pending,coffee n.,
1063,cogent,理路整然,32,C2,,,,,,,,,pending,cogent (adj),
1064,cognitive,認知の,16,C1,,,,,,,,,pending,cognitive adj.,
1065,cohesion,凝集、粘着、付着,32,C2,,,,,,,,,pending,cohesion (n),
1066,coin,玉、硬貨、足,4,B1,,,,,,,,,pending,coin n.,
1067,coincide,かち合う、同じゅうする、ダブる,16,C1,,,,,,,,,pending,coincide v.,
1068,coincidence,暗合、一致、奇遇,8,B2,,,,,,,,,pending,coincidence n.,
1069,cold,寒い、寒冷、辛い,1,A1,,,,,,,,,pending,"cold adj., n.",
1070,collaborate,手を組む,16,C1,,,,,,,,,pending,collaborate v.,
1071,collaboration,共著、協調主義、ご協力,16,C1,,,,,,,,,pending,collaboration n.,
1072,collapse,凹む、瓦解、陥没,8,B2,,,,,,,,,pending,"collapse v., n.",
1073,colleague,仲間、同輩、同役,2,A2,,,,,,,,,pending,colleague n.,
1074,collect,引き取る、寄せる、寄せ集める,2,A2,,,,,,,,,pending,collect v.,
1075,collection,回収、収蔵、徴収,4,B1,,,,,,,,,pending,collection n.,
1076,collective,集合的、集団的、共同体,16,C1,,,,,,,,,pending,collective adj.,
1077,collector,収集家、取り、コレクター,8,B2,,,,,,,,,pending,collector n.,
1078,college,大学、単科大学、カレッジ,1,A1,,,,,,,,,pending,college n.,
1079,collision,衝突、抵触、打つかり,16,C1,,,,,,,,,pending,collision n.,
1080,collude,馴れ合う,32,C2,,,,,,,,,pending,collude (v),
1081,collusion,共謀、結託、談合,32,C2,,,,,,,,,pending,collusion (n),
1082,colonial,コロニアル,16,C1,,,,,,,,,pending,colonial adj.,
1083,colony,群体、集落、植民地,8,B2,,,,,,,,,pending,colony n.,
1084,color,艶、顔料、血色,1,A1,,,,,,,,,pending,color n.,
1085,colored,有色、色付き、艶,4,B1,,,,,,,,,pending,colored adj.,
1086,colorful,カラフル,8,B2,,,,,,,,,pending,colorful adj.,
1087,colossal,莫大、膨大,32,C2,,,,,,,,,pending,colossal (adj),
1088,colossus,モンスター、コロッサス,32,C2,,,,,,,,,pending,colossus (n),
1089,column,囲み記事、円柱、桁,2,A2,,,,,,,,,pending,column n.,
1090,columnist,コラム子、コラムニスト,16,C1,,,,,,,,,pending,columnist n.,
1091,combat,戦闘、闘争、火花を散らす,16,C1,,,,,,,,,pending,"combat n., v.",
1092,combination,結合、結成、兼帯,8,B2,,,,,,,,,pending,combination n.,
1093,combine,結び付ける、交える、合する,4,B1,,,,,,,,,pending,combine v.,
1094,come,来る,1,A1,,,,,,,,,pending,come v.,
1095,comedy,喜劇、戯け芝居、コメディー,2,A2,,,,,,,,,pending,comedy n.,
1096,comfort,慰める、あやす、安楽,8,B2,,,,,,,,,pending,"comfort n., v.",
1097,comfortable,安閑、快い、快適,2,A2,,,,,,,,,pending,comfortable adj.,
1098,comic,コミック、漫画、お笑い,8,B2,,,,,,,,,pending,"comic adj., n.",
1099,command,下命、仰せ付ける、号令,8,B2,,,,,,,,,pending,"command n., v.",
1100,commander,司令、指揮官、指揮者,8,B2,,,,,,,,,pending,commander n.,
